"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Oscar Klefbom","OSCAR.KLEFBOM","17-18","EDM","D","L",1993-07-20,24,63,173.43,82.39,84.6,85.82,87.82,87.46,16.09,3.44,168.26,30.62,232.71,38.44,311.94,43.27,22.45,3.22,12.65,137.64,194.27,268.67,19.23,9.56,88.77
"Oscar Klefbom","OSCAR.KLEFBOM","18-19","EDM","D","L",1993-07-20,25,61,156.6,94.68,87.5,87.72,89.35,89.88,21.02,1.18,155.15,22.16,203.3,28.46,272.75,32.52,20.34,2.29,19.84,132.99,174.84,240.23,18.05,13.55,94.68
"Oscar Klefbom","OSCAR.KLEFBOM","19-20","EDM","D","L",1993-07-20,26,61,219.7,85.71,81.29,84.24,86.13,89.73,43.02,7.17,212.13,48.84,291.54,54.56,392.29,63.19,31.88,3.65,35.85,163.29,236.98,329.1,28.23,20.28,85.32
"Oscar Lindberg","OSCAR.LINDBERG","15-16","NYR","C","L",1991-10-29,23,66,54.1,100,93.29,89.44,90.61,96.12,5.33,0,54.06,3.89,69.2,8.17,87.09,9.03,4.96,0.2,5.33,50.17,61.03,78.06,4.76,9.86,100
"Oscar Moller","OSCAR.MOLLER","08-09","L.A","C","R",1989-01-22,19,40,112.62,100,87.18,87.82,89.51,91.36,14.66,0,93.12,13.69,136.79,18.97,184.81,21.66,11.32,1.07,14.66,79.43,117.82,163.15,10.25,15.74,100
"Oskar Lindblom","OSKAR.LINDBLOM","18-19","PHI","L","L",1996-08-15,22,79,86.07,62.54,78.73,80.51,82.78,83.81,5.61,3.36,77.33,20.89,95.07,23.02,119.11,24.78,8.23,1.59,2.25,56.44,72.05,94.33,6.64,7.25,83.92
"Oskar Lindblom","OSKAR.LINDBLOM","19-20","PHI","L","L",1996-08-15,23,30,66.43,100,88.71,88.34,87.5,93.82,8.9,0,50.27,6.4,64.18,8.47,88.32,12.62,4.71,0.31,8.9,43.87,55.71,75.7,4.4,17.7,100
"Owen Nolan","OWEN.NOLAN","07-08","CGY","R","R",1972-02-12,35,77,156.43,86.45,82.96,83.54,85,89.54,6.89,1.08,105.36,21.64,144.6,28.5,201.25,35.52,12.15,1.42,5.81,83.72,116.1,165.73,10.73,6.54,95.01
"Owen Nolan","OWEN.NOLAN","08-09","MIN","R","R",1972-02-12,36,58,173.22,84.93,82.73,85.12,87.17,86.79,23.27,4.13,141.22,29.47,219.07,38.3,287.7,42.36,18.33,2.79,19.14,111.75,180.77,245.34,15.54,16.48,85.99
"Owen Nolan","OWEN.NOLAN","09-10","MIN","R","R",1972-02-12,37,72,170.68,73.23,78.5,80.92,82.97,80.79,16.82,6.15,130.78,35.82,181.9,42.9,246.56,50.59,15.39,3.66,10.67,94.96,139,195.97,11.73,12.86,82.83
"P.A. Parenteau","P.A..PARENTEAU","10-11","NYI","R","R",1983-03-24,27,81,261.28,95.81,87.52,88.37,88.77,92.4,22.61,0.99,216.04,30.81,295.03,38.82,404.43,51.15,29.65,2.44,21.62,185.23,256.21,353.28,27.21,10.47,96.79
"P.A. Parenteau","P.A..PARENTEAU","11-12","NYI","R","R",1983-03-24,28,76,224.68,96.56,82.76,82.83,86.12,82.61,33.09,1.18,194.23,40.45,261.01,54.11,372.74,60.06,27.83,5.86,31.91,153.78,206.9,312.68,21.97,17.04,97.08
"P.A. Parenteau","P.A..PARENTEAU","12-13","COL","R","R",1983-03-24,29,48,127.17,81.12,81.42,82.2,82.77,86.12,13.06,3.04,91.57,20.9,126.79,27.45,161.3,33.57,10.3,1.66,10.02,70.67,99.34,127.73,8.64,14.26,85.45
"P.A. Parenteau","P.A..PARENTEAU","13-14","COL","R","R",1983-03-24,30,54,132.6,86.64,88.26,89.93,90.89,94.69,7.65,1.18,117.08,15.58,157.3,17.61,207.5,20.79,14.81,0.83,6.47,101.5,139.69,186.71,13.98,6.53,92.43
"P.A. Parenteau","P.A..PARENTEAU","14-15","MTL","R","R",1983-03-24,31,54,121.65,73.13,79.57,81.51,81.98,79.98,8.6,3.16,87.55,22.48,116.5,26.42,166.36,36.57,8.67,2.17,5.44,65.07,90.08,129.79,6.5,9.82,85.94
"P.A. Parenteau","P.A..PARENTEAU","15-16","TOR","R","R",1983-03-24,32,75,201.9,78.52,85.32,87.56,89.84,91.53,14.66,4.01,165.73,28.52,266.26,37.83,377.48,42.67,25.17,2.33,10.65,137.21,228.43,334.81,22.84,8.85,85.94
"P.A. Parenteau","P.A..PARENTEAU","16-17","N.J","R","R",1983-03-24,33,59,137.03,72.42,83.94,86.42,88.03,84.52,10.45,3.98,106.39,20.36,143.94,22.62,181.58,24.68,12.99,2.38,6.47,86.03,121.32,156.9,10.61,9.82,80.45
"P.J. Axelsson","P.J..AXELSSON","08-09","BOS","L","L",1975-02-26,33,74,125.28,85.83,90.34,90.28,91.53,94.15,16.9,2.79,122.95,13.14,177.38,19.1,226.79,21,14.97,0.93,14.11,109.81,158.28,205.79,14.04,13.75,78.77
"P.K. Subban","P.K..SUBBAN","10-11","MTL","D","R",1989-05-13,21,77,223.63,92.14,89.82,88.24,87.98,92.52,23.44,2,221.04,25.04,293.15,39.08,390.46,53.37,25,2.02,21.44,196,254.07,337.09,22.98,10.6,92.01
"P.K. Subban","P.K..SUBBAN","11-12","MTL","D","R",1989-05-13,22,81,268.58,81.32,80.25,83.13,84.77,84.72,19.77,4.54,213.8,52.61,309.42,62.8,410.99,73.86,27.84,5.02,15.23,161.19,246.62,337.13,22.82,9.25,91.37
"P.K. Subban","P.K..SUBBAN","12-13","MTL","D","R",1989-05-13,23,42,185.3,96.39,82.45,84.95,86.28,88.95,23.21,0.87,152.39,32.43,216.45,38.36,285.54,45.41,19.48,2.42,22.34,119.96,178.09,240.13,17.06,15.23,97.32
"P.K. Subban","P.K..SUBBAN","13-14","MTL","D","R",1989-05-13,24,81,369.4,84,83.33,85.28,87.03,87.77,36.54,6.96,314.25,62.88,440.16,75.96,614.01,91.52,39.05,5.44,29.58,251.37,364.2,522.49,33.61,11.63,88.93
"P.K. Subban","P.K..SUBBAN","14-15","MTL","D","R",1989-05-13,25,80,286.5,89.85,84.11,84.64,86.46,87.83,27.97,3.16,221.92,41.94,312.84,56.76,463.18,72.51,27.65,3.83,24.81,179.98,256.08,390.67,23.82,12.6,92.47
"P.K. Subban","P.K..SUBBAN","15-16","MTL","D","R",1989-05-13,26,68,303.63,86.65,86.19,87.32,89.26,90.97,32.45,5,267.85,42.91,386.3,56.1,520.12,62.6,36.97,3.67,27.45,224.94,330.2,457.52,33.3,12.11,88.35
"P.K. Subban","P.K..SUBBAN","16-17","NSH","D","R",1989-05-13,27,65,159.2,85.25,82.01,85.31,88.46,86.35,16.93,2.93,117.33,25.73,174.32,30.01,243.32,31.75,13.28,2.1,14,91.6,144.31,211.57,11.18,14.43,88.61
"P.K. Subban","P.K..SUBBAN","17-18","NSH","D","R",1989-05-13,28,79,229.97,90.95,82.82,85.91,87.72,84.8,29.43,2.93,200.35,41.55,288.84,47.38,379.26,53.11,24.27,4.35,26.5,158.8,241.46,326.15,19.92,14.69,92.95
"P.K. Subban","P.K..SUBBAN","18-19","NSH","D","R",1989-05-13,29,62,153.77,100,81.63,81.95,84.99,86.15,11.79,0,115.37,25.97,156.45,34.45,232,40.97,12.94,2.08,11.79,89.4,122,191.03,10.86,10.22,100
"P.K. Subban","P.K..SUBBAN","19-20","N.J","D","R",1989-05-13,30,67,154.8,78.65,84.95,84.12,84.53,85.06,11.27,3.06,134.72,23.86,170.61,32.21,219.7,40.2,15.66,2.75,8.21,110.86,138.4,179.5,12.91,8.37,87.18
"Patric Hornqvist","PATRIC.HORNQVIST","09-10","NSH","R","R",1987-01-01,22,79,217.93,100,91.54,92.41,92.62,95.03,19.72,0,212.74,19.65,287.94,23.65,372.48,29.69,25.03,1.31,19.72,193.09,264.29,342.79,23.72,9.27,100
"Patric Hornqvist","PATRIC.HORNQVIST","10-11","NSH","R","R",1987-01-01,23,76,206.45,100,91.03,90.77,91.56,95.31,17.87,0,173.12,17.06,233.94,23.8,320.46,29.53,21.93,1.08,17.87,156.06,210.14,290.93,20.85,10.32,100
"Patric Hornqvist","PATRIC.HORNQVIST","11-12","NSH","R","R",1987-01-01,24,74,184.17,95.51,86.35,87,88.21,86.06,19.8,0.93,145.95,23.08,186.35,27.84,240.03,32.07,15.93,2.58,18.87,122.87,158.51,207.96,13.35,13.57,95.97
"Patric Hornqvist","PATRIC.HORNQVIST","12-13","NSH","R","R",1987-01-01,25,23,64.35,100,93.28,90.89,92.09,89.26,5.4,0,59.83,4.31,75.17,7.53,100.34,8.62,8.06,0.97,5.4,55.52,67.64,91.72,7.09,9.03,100
"Patric Hornqvist","PATRIC.HORNQVIST","13-14","NSH","R","R",1987-01-01,26,75,207.2,100,89.94,91.27,91.3,95.99,23.96,0,171.84,19.23,234.9,22.46,302.97,28.87,20.37,0.85,23.96,152.61,212.44,274.1,19.52,13.94,100
"Patric Hornqvist","PATRIC.HORNQVIST","14-15","PIT","R","R",1987-01-01,27,61,205.48,83.38,86.87,88.44,89.89,89.75,30.25,6.03,225.91,34.14,291.83,38.15,368.54,41.47,30.11,3.44,24.22,191.77,253.68,327.07,26.67,13.39,82.34
"Patric Hornqvist","PATRIC.HORNQVIST","15-16","PIT","R","R",1987-01-01,28,82,236.13,93.44,85.98,87.56,89.08,88.71,31.04,2.18,230.3,37.54,312.57,44.42,409.32,50.17,29.69,3.78,28.86,192.76,268.15,359.15,25.91,13.48,94.19
"Patric Hornqvist","PATRIC.HORNQVIST","16-17","PIT","R","R",1987-01-01,29,66,205.42,94.9,86.35,86.36,87.74,87.42,33.51,1.8,212.03,33.52,286.21,45.2,367.12,51.3,29.06,4.18,31.71,178.51,241.01,315.82,24.88,15.8,94.63
"Patric Hornqvist","PATRIC.HORNQVIST","17-18","PIT","R","R",1987-01-01,30,70,236.45,93.74,81.93,82.48,83.76,85.48,47.61,3.18,254.79,56.19,330.41,70.16,424.64,82.32,35.08,5.96,44.43,198.6,260.25,342.32,29.12,18.69,94.34
"Patric Hornqvist","PATRIC.HORNQVIST","18-19","PIT","R","R",1987-01-01,31,68,179.42,80.83,78.98,79.7,83.25,86.31,35.79,8.49,175.61,46.75,219.22,55.83,291.55,58.65,23.45,3.72,27.3,128.86,163.39,232.9,19.73,20.38,81.84
"Patric Hornqvist","PATRIC.HORNQVIST","19-20","PIT","R","R",1987-01-01,32,51,164.43,95.46,85.65,87.2,88.52,92.7,24.81,1.18,162.26,27.18,226.87,33.3,297.59,38.61,23.86,1.88,23.63,135.08,193.57,258.98,21.98,15.29,95.66
"Patrice Bergeron","PATRICE.BERGERON","08-09","BOS","C","R",1985-07-24,23,63,188.33,80.58,88.08,87.23,87.26,90.4,24.85,5.99,208.68,28.25,268.79,39.36,336.44,49.11,22.04,2.34,18.86,180.43,229.43,287.33,19.7,11.91,78.8
"Patrice Bergeron","PATRICE.BERGERON","09-10","BOS","C","R",1985-07-24,24,72,180.85,100,82.58,86.15,88.91,86.33,17.76,0,143.8,30.34,200.86,32.28,274.95,34.31,15.73,2.49,17.76,113.46,168.58,240.64,13.24,12.35,100
"Patrice Bergeron","PATRICE.BERGERON","10-11","BOS","C","R",1985-07-24,25,77,206.93,89.29,80.47,81.8,85.11,83.75,18.18,2.18,178.58,43.33,247.85,55.14,326.95,57.21,19.32,3.75,16,135.25,192.71,269.74,15.57,10.18,94.97
"Patrice Bergeron","PATRICE.BERGERON","11-12","BOS","C","R",1985-07-24,26,78,192.52,100,82.97,86.14,87.48,94.37,19.24,0,143.3,29.41,219.3,35.29,289.51,41.43,17.27,1.03,19.24,113.89,184.01,248.08,16.24,13.43,100
"Patrice Bergeron","PATRICE.BERGERON","12-13","BOS","C","R",1985-07-24,27,40,87.02,100,82.95,85.56,86.29,87.2,6.1,0,72.81,14.97,100.81,17.01,127.12,20.19,7.97,1.17,6.1,57.84,83.8,106.93,6.8,8.38,100
"Patrice Bergeron","PATRICE.BERGERON","13-14","BOS","C","R",1985-07-24,28,77,152.78,87.65,89.52,90.31,91.58,90.38,20.73,2.92,151.05,17.68,199.64,21.43,264.13,24.27,18.23,1.94,17.81,133.37,178.21,239.86,16.29,13.72,83.48
"Patrice Bergeron","PATRICE.BERGERON","14-15","BOS","C","R",1985-07-24,29,77,182.42,91.53,90.21,91.83,93.1,93.64,23.22,2.15,211.62,22.97,331.08,29.47,436.45,32.33,28.71,1.95,21.07,188.65,301.61,404.12,26.76,10.97,90.64
"Patrice Bergeron","PATRICE.BERGERON","15-16","BOS","C","R",1985-07-24,30,75,225.8,96.75,88.54,90.71,91.79,92.94,32.14,1.08,244.9,31.71,356.38,36.48,486.23,43.51,28.97,2.2,31.06,213.19,319.9,442.72,26.77,13.12,96.59
"Patrice Bergeron","PATRICE.BERGERON","16-17","BOS","C","R",1985-07-24,31,77,218.87,85.67,88.6,90.31,91.02,90.7,34.74,5.81,245.87,31.64,343.69,36.88,442.97,43.68,29.84,3.06,28.93,214.23,306.81,399.29,26.78,14.13,81.64
"Patrice Bergeron","PATRICE.BERGERON","17-18","BOS","C","R",1985-07-24,32,64,182.58,87.64,84.37,86.31,87.73,86.72,29.29,4.13,189.6,35.12,266.66,42.3,343.74,48.08,24.03,3.68,25.16,154.48,224.36,295.66,20.35,15.45,88.24
"Patrice Bergeron","PATRICE.BERGERON","18-19","BOS","C","R",1985-07-24,33,65,192.67,85.26,76.72,80.83,83.58,84.78,37.65,6.51,196.13,59.51,283.92,67.34,365.76,71.85,25.57,4.59,31.14,136.62,216.58,293.91,20.98,19.2,89.06
"Patrice Bergeron","PATRICE.BERGERON","19-20","BOS","C","R",1985-07-24,34,61,212.78,87.71,84.39,86.05,87.57,91.12,37.69,5.28,233.47,43.2,329.88,53.46,412.87,58.61,31.8,3.1,32.41,190.27,276.42,354.26,28.7,16.14,87.78
"Patrice Brisebois","PATRICE.BRISEBOIS","07-08","MTL","D","R",1971-01-27,36,43,98.17,100,81.75,81.53,84.25,89.82,10.98,0,78.19,17.45,113.25,25.66,158.87,29.69,11.03,1.25,10.98,60.74,87.59,129.18,9.78,14.04,100
"Patrice Brisebois","PATRICE.BRISEBOIS","08-09","MTL","D","R",1971-01-27,37,61,167.17,85.37,82.58,81.35,83.85,84.45,11.96,2.05,126.73,26.74,184.47,42.3,262.93,50.63,14.94,2.75,9.91,99.99,142.17,212.3,12.19,9.44,92.33
"Patrick Eaves","PATRICK.EAVES","07-08","OTT","R","R",1984-05-01,23,26,53.23,100,85.74,89.35,91.69,95.12,5.24,0,36.02,5.99,60.5,7.21,89.09,8.07,4.68,0.24,5.24,30.03,53.29,81.02,4.44,14.55,100
"Patrick Eaves","PATRICK.EAVES","14-15","DAL","R","R",1984-05-01,30,47,84.38,87.79,84.96,86.4,89.05,87,13.45,1.87,87.27,15.45,119.91,18.87,168.02,20.65,10.51,1.57,11.58,71.82,101.04,147.37,8.94,15.41,87.9
"Patrick Eaves","PATRICK.EAVES","15-16","DAL","R","R",1984-05-01,31,54,108.33,75.84,86.13,88.93,90.37,86.64,16.86,5.37,109.56,17.65,157.02,19.54,211.34,22.53,15.37,2.37,11.49,91.91,137.48,188.81,13,15.39,69.58
"Patrick Eaves","PATRICK.EAVES","16-17","DAL","R","R",1984-05-01,32,59,171.73,85.55,84.24,87.29,88.37,87.12,29.73,5.02,162.93,30.48,258.53,37.66,322.64,42.46,26.11,3.86,24.71,132.45,220.87,280.18,22.25,18.25,83.53
"Patrick Kane","PATRICK.KANE","07-08","CHI","R","L",1988-11-19,18,80,283.12,88.95,86.88,87.16,87.59,89.84,30.66,3.81,209.73,31.66,277.65,40.9,362.92,51.42,26.43,2.99,26.85,178.07,236.75,311.5,23.44,14.62,87.97
"Patrick Kane","PATRICK.KANE","08-09","CHI","R","L",1988-11-19,19,80,308.7,93.27,86.88,86.65,88.88,88.43,39.5,2.85,264.12,39.89,359.14,55.35,452.33,56.57,26.9,3.52,36.65,224.23,303.79,395.76,23.38,14.96,92.86
"Patrick Kane","PATRICK.KANE","09-10","CHI","R","L",1988-11-19,20,81,242.67,91.99,88.88,89.55,90.67,89.91,34.23,2.98,220.93,27.64,316.37,36.91,443.7,45.68,27.19,3.05,31.25,193.29,279.46,398.02,24.14,15.49,89.22
"Patrick Kane","PATRICK.KANE","10-11","CHI","R","L",1988-11-19,21,72,220.3,94.28,85.29,86.75,88.91,88.15,30.81,1.87,197.87,34.12,279.97,42.77,366.45,45.73,25.66,3.45,28.94,163.75,237.2,320.72,22.21,15.57,94.52
"Patrick Kane","PATRICK.KANE","11-12","CHI","R","L",1988-11-19,22,81,270.38,91.1,88.27,89.63,90.41,88.44,20.38,1.99,212.82,28.27,294.8,34.09,420.34,44.59,25.94,3.39,18.39,184.55,260.71,375.75,22.55,9.58,92.96
"Patrick Kane","PATRICK.KANE","12-13","CHI","R","L",1988-11-19,23,46,125.85,86.07,81.07,83.39,85.23,83.79,11.55,1.87,82.38,19.24,110.38,21.99,155.02,26.87,8.53,1.65,9.68,63.14,88.39,128.15,6.88,14.02,90.28
"Patrick Kane","PATRICK.KANE","13-14","CHI","R","L",1988-11-19,24,68,216.78,87.78,84.66,86.03,88.22,87.03,28.24,3.93,198.39,35.96,295.49,48,397.65,53.08,24.5,3.65,24.31,162.43,247.49,344.57,20.85,14.23,89.07
"Patrick Kane","PATRICK.KANE","14-15","CHI","R","L",1988-11-19,25,61,209.75,88.68,86.63,87.44,90.33,89.09,25.61,3.27,201.13,31.03,281.17,40.37,397.22,42.51,25.08,3.07,22.34,170.1,240.8,354.71,22.01,12.73,89.46
"Patrick Kane","PATRICK.KANE","15-16","CHI","R","L",1988-11-19,26,82,238.52,94.42,88.55,89,90.89,90.31,37.07,2.19,197.02,25.48,267.68,33.1,359.34,36.03,24.41,2.62,34.88,171.54,234.58,323.31,21.79,18.82,91.41
"Patrick Kane","PATRICK.KANE","16-17","CHI","R","L",1988-11-19,27,81,257.93,80.3,86.02,85.93,87.47,88.44,28.49,6.99,248.76,40.43,314.07,51.43,422.17,60.48,29.31,3.83,21.5,208.33,262.64,361.69,25.48,11.45,82.71
"Patrick Kane","PATRICK.KANE","17-18","CHI","R","L",1988-11-19,28,81,272.73,93.55,84.87,85.63,88.05,89.55,28.16,1.94,253.76,45.24,334.46,56.15,470.56,63.85,30.85,3.6,26.22,208.52,278.31,406.71,27.25,11.1,95.71
"Patrick Kane","PATRICK.KANE","18-19","CHI","R","L",1988-11-19,29,79,282.8,91.54,83.25,85.2,87.59,87.16,31.81,2.94,248.57,50,337.1,58.54,454.22,64.37,29.73,4.38,28.87,198.57,278.56,389.85,25.35,12.8,94.12
"Patrick Kane","PATRICK.KANE","19-20","CHI","R","L",1988-11-19,30,69,242.2,79.68,82.93,84.84,87.64,87.42,23.49,5.99,226.5,46.62,307.18,54.88,411.23,58.01,29.74,4.28,17.5,179.88,252.3,353.22,25.46,10.37,87.15
"Patrick Marleau","PATRICK.MARLEAU","07-08","S.J","C","L",1979-09-15,28,78,277.22,83.09,84.54,86.79,87.98,90.2,26.38,5.37,214.19,39.16,292.36,44.48,375.49,51.3,26.22,2.85,21.01,175.03,247.88,324.19,23.37,12.32,86.29
"Patrick Marleau","PATRICK.MARLEAU","08-09","S.J","C","L",1979-09-15,29,76,270.7,92.42,89.38,88.93,89.97,92.5,36.33,2.98,252.29,29.98,358.06,44.59,481.82,53.73,32.32,2.62,33.35,222.31,313.47,428.09,29.7,14.4,90.06
"Patrick Marleau","PATRICK.MARLEAU","09-10","S.J","C","L",1979-09-15,30,80,265.6,87.9,85.47,87.03,87.47,90.51,37.85,5.21,272.85,46.4,386.65,57.64,515.7,73.84,37.95,3.98,32.64,226.45,329.01,441.86,33.97,13.87,88.77
"Patrick Marleau","PATRICK.MARLEAU","10-11","S.J","C","L",1979-09-15,31,81,253.83,88.68,91.55,90.22,90.88,91.18,39.86,5.09,317.68,29.34,424.01,45.94,555.05,55.67,41.43,4.01,34.77,288.34,378.07,499.38,37.42,12.55,82.65
"Patrick Marleau","PATRICK.MARLEAU","11-12","S.J","C","L",1979-09-15,32,82,248.88,97.47,89.11,90.77,91.87,95.28,35.78,0.93,273.68,33.43,389.98,39.64,514.58,45.56,36.56,1.81,34.85,240.25,350.34,469.02,34.75,13.07,97.22
"Patrick Marleau","PATRICK.MARLEAU","12-13","S.J","C","L",1979-09-15,33,46,147.87,95.38,87.26,87.44,89.55,91.22,19.19,0.93,165.69,24.2,230.87,33.17,309.53,36.13,23.38,2.25,18.26,141.49,197.7,273.4,21.13,11.58,96.16
"Patrick Marleau","PATRICK.MARLEAU","13-14","S.J","C","L",1979-09-15,34,82,280.18,88.27,88.41,89.48,89.66,92.12,36.63,4.87,316.89,41.54,428.67,50.41,592.51,68.33,41.62,3.56,31.76,275.35,378.26,524.18,38.06,11.56,88.28
"Patrick Marleau","PATRICK.MARLEAU","14-15","S.J","C","L",1979-09-15,35,82,255.95,95.11,88.52,89.14,89.97,91.37,39.84,2.05,299.95,38.89,417.53,50.89,552.21,61.55,43.32,4.09,37.79,261.06,366.64,490.66,39.23,13.28,94.73
"Patrick Marleau","PATRICK.MARLEAU","15-16","S.J","C","L",1979-09-15,36,79,268.68,89.92,87.47,88.38,89.54,92.38,35.04,3.93,274.88,39.38,376.43,49.5,500.76,58.52,35.51,2.93,31.11,235.5,326.93,442.24,32.58,12.75,90.02
"Patrick Marleau","PATRICK.MARLEAU","16-17","S.J","C","L",1979-09-15,37,82,228.37,86.27,84.67,87.1,88.86,90.46,25.89,4.12,205.78,37.25,303.91,45.02,433.28,54.32,28.16,2.97,21.77,168.53,258.89,378.96,25.19,12.58,88.94
"Patrick Marleau","PATRICK.MARLEAU","17-18","TOR","C","L",1979-09-15,38,81,155.83,100,84.87,86.6,88.94,92.74,19.26,0,138.74,24.74,199.16,30.82,263.28,32.73,18.77,1.47,19.26,114,168.34,230.55,17.3,13.88,100
"Patrick Marleau","PATRICK.MARLEAU","18-19","TOR","C","L",1979-09-15,39,78,142.65,77.18,83.92,84.75,86.07,89.17,16.37,4.84,122.04,23.38,178.85,32.18,239.83,38.83,17.13,2.08,11.53,98.66,146.67,201,15.05,13.41,79.3
"Patrick Marleau","PATRICK.MARLEAU","19-20","S.J","C","L",1979-09-15,40,57,77.75,82.25,80.76,83.63,87.95,87.29,4.68,1.01,54.96,13.09,77.78,15.23,118.47,16.23,6.8,0.99,3.67,41.87,62.55,102.24,5.81,8.52,92.28
"Patrick Maroon","PATRICK.MAROON","13-14","ANA","L","L",1988-04-23,25,62,101.78,89.29,84.9,87.19,87.98,96.01,9.84,1.18,77.99,13.87,132.13,19.42,174.55,23.84,12.02,0.5,8.66,64.12,112.71,150.71,11.52,12.62,91.49
"Patrick Maroon","PATRICK.MAROON","14-15","ANA","L","L",1988-04-23,26,67,144.83,77.69,86.24,86.38,89.53,84.77,13.93,4,129.19,20.61,179.86,28.37,250.14,29.26,15.19,2.73,9.93,108.58,151.49,220.88,12.46,10.78,80.59
"Patrick Maroon","PATRICK.MAROON","15-16","ANA","L","L",1988-04-23,27,54,77.47,88.94,96.26,95.12,95.25,95.2,7.96,0.99,81.48,3.17,117.36,6.02,161.41,8.05,10.51,0.53,6.97,78.31,111.34,153.36,9.98,9.77,68.77
"Patrick Maroon","PATRICK.MAROON","16-17","EDM","L","L",1988-04-23,28,79,153.27,94.22,90.83,89.87,91.81,91.37,14.17,0.87,141.72,14.31,189.98,21.41,262.2,23.4,16.63,1.57,13.3,127.41,168.57,238.8,15.06,10,93.92
"Patrick Maroon","PATRICK.MAROON","17-18","EDM","L","L",1988-04-23,29,54,97.83,100,90.27,89.74,90.8,93.28,7.65,0,95.9,10.34,130.75,14.95,181.65,18.41,10.83,0.78,7.65,85.56,115.8,163.24,10.05,7.98,100
"Patrick Maroon","PATRICK.MAROON","18-19","STL","L","L",1988-04-23,30,73,143.37,100,90.01,89.91,91.93,93.82,20.19,0,134.48,14.92,179.15,20.1,240.77,21.14,17.32,1.14,20.19,119.56,159.05,219.63,16.18,15.01,100
"Patrick Maroon","PATRICK.MAROON","19-20","T.B","L","L",1988-04-23,31,62,97.17,84.3,82.19,81.68,81.54,84.75,10.74,2,96.4,20.89,121.73,27.3,146.14,33.09,10.39,1.87,8.74,75.51,94.43,113.05,8.52,11.14,90.43
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","07-08","L.A","C","L",1985-02-01,22,82,194.48,100,88.19,87.07,88.36,88.22,17.07,0,143.86,19.27,206.03,30.59,277.48,36.57,18.94,2.53,17.07,124.59,175.44,240.91,16.41,11.87,100
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","08-09","L.A","C","L",1985-02-01,23,62,186.98,82.36,88.38,88.94,89.24,88.89,14.57,3.12,153,20.11,226.6,28.19,303.45,36.6,19.04,2.38,11.45,132.89,198.41,266.85,16.66,9.52,84.49
"Patrick O'Sullivan","PATRICK.O'SULLIVAN","09-10","EDM","C","L",1985-02-01,24,72,177.82,94.79,83.39,84.77,86.92,89.59,21.45,1.18,129.1,25.71,181.47,32.61,255.94,38.52,15.23,1.77,20.27,103.39,148.86,217.42,13.46,16.62,95.41
"Patrick Sharp","PATRICK.SHARP","07-08","CHI","R","R",1981-12-27,25,78,236.83,95.58,87.92,87.2,87.34,91.15,18.82,0.87,173.63,23.85,218.19,32.02,272.26,39.45,19.88,1.93,17.95,149.78,186.17,232.81,17.95,10.84,96.35
"Patrick Sharp","PATRICK.SHARP","08-09","CHI","R","R",1981-12-27,26,61,216.7,93.36,84.97,85.86,87.97,89.71,29.11,2.07,178.81,31.62,248.07,40.85,315.36,43.13,18.3,2.1,27.04,147.19,207.22,272.23,16.2,16.28,93.45
"Patrick Sharp","PATRICK.SHARP","09-10","CHI","R","R",1981-12-27,27,81,211.77,92.99,92.7,91.92,92.22,91.84,27.2,2.05,205.02,16.15,274.68,24.15,365.57,30.86,21.96,1.95,25.15,188.87,250.53,334.71,20.01,13.27,87.31
"Patrick Sharp","PATRICK.SHARP","10-11","CHI","R","R",1981-12-27,28,73,233.15,92.74,81.67,84.02,86.91,85.1,35,2.74,209.27,46.96,297.13,56.52,387.72,58.38,26.67,4.67,32.26,162.31,240.61,329.34,22,16.72,94.17
"Patrick Sharp","PATRICK.SHARP","11-12","CHI","R","R",1981-12-27,29,73,248,91.53,89.82,89.54,90.09,88.76,21.5,1.99,199.55,22.62,269.03,31.43,379.09,41.7,23.45,2.97,19.51,176.93,237.6,337.39,20.48,10.77,91.2
"Patrick Sharp","PATRICK.SHARP","12-13","CHI","R","R",1981-12-27,30,28,81.63,85.08,82.94,84.41,85.93,84.49,5.76,1.01,51.92,10.68,67.46,12.46,94.06,15.4,4.63,0.85,4.75,41.24,55,78.66,3.78,11.09,90.54
"Patrick Sharp","PATRICK.SHARP","13-14","CHI","R","R",1981-12-27,31,81,253.35,85.67,83.48,85.35,87.56,87.54,29.05,4.86,228.07,45.14,333.05,57.17,446.02,63.35,27.96,3.98,24.19,182.93,275.88,382.67,23.98,12.74,89.23
"Patrick Sharp","PATRICK.SHARP","14-15","CHI","L/R","R",1981-12-27,32,65,186.58,88.9,84.99,86.17,88.71,89.73,16.98,2.12,168.21,29.71,233.59,37.49,334.76,42.59,20.8,2.38,14.86,138.5,196.1,292.17,18.42,10.09,92.86
"Patrick Sharp","PATRICK.SHARP","15-16","DAL","L","R",1981-12-27,33,75,211,85.49,84.97,86.02,87.87,84.07,30.94,5.25,194.37,34.39,274.4,44.61,376.28,51.94,24.7,4.68,25.69,159.98,229.79,324.34,20.02,15.92,84.73
