"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Chris Neil","CHRIS.NEIL","08-09","OTT","R","R",1979-06-18,29,60,55.58,0.93,14.48,19,13,1,41,33,17,2,1,0
"Chris Neil","CHRIS.NEIL","11-12","OTT","R","R",1979-06-18,32,71,118.72,1.67,32.68,64,21,3,60,99,33,7,2,0
"Chris Neil","CHRIS.NEIL","12-13","OTT","R","R",1979-06-18,33,46,63.15,1.37,26.34,36,9,2,41,53,14,4,2,0
"Chris Phillips","CHRIS.PHILLIPS","09-10","OTT","D","L",1978-03-09,31,80,51.58,0.64,11.43,23,13,4,63,36,20,6,1,0
"Chris Phillips","CHRIS.PHILLIPS","12-13","OTT","D","L",1978-03-09,34,46,70.72,1.54,29.5,37,19,3,49,58,26,6,2,0
"Chris Phillips","CHRIS.PHILLIPS","13-14","OTT","D","L",1978-03-09,35,70,92.98,1.33,24.72,51,21,5,43,81,30,10,4,0
"Chris Pronger","CHRIS.PRONGER","07-08","ANA","D","L",1974-10-10,32,71,324.7,4.57,71.25,121,58,1,36,255,133,8,0,0
"Chris Pronger","CHRIS.PRONGER","08-09","ANA","D","L",1974-10-10,33,82,338.13,4.12,73.05,173,32,3,21,348,70,7,2,0
"Chris Pronger","CHRIS.PRONGER","09-10","PHI","D","L",1974-10-10,34,82,288.38,3.52,58.69,163,42,4,72,293,62,12,2,1
"Chris Pronger","CHRIS.PRONGER","10-11","PHI","D","L",1974-10-10,35,50,173.02,3.46,54.09,89,19,2,29,175,29,7,1,0
"Chris Pronger","CHRIS.PRONGER","11-12","PHI","D","L",1974-10-10,36,13,50.42,3.88,49.86,26,6,0,19,45,9,3,0,0
"Chris Stewart","CHRIS.STEWART","08-09","COL","R","R",1987-10-30,20,53,58.87,1.11,19.22,19,8,2,55,29,12,2,0,0
"Chris Stewart","CHRIS.STEWART","09-10","COL","R","R",1987-10-30,21,77,185.73,2.41,41.52,101,18,3,56,160,33,12,1,0
"Chris Stewart","CHRIS.STEWART","10-11","COL","R","R",1987-10-30,22,36,91.68,2.55,46.35,49,8,5,21,96,17,8,1,0
"Chris Stewart","CHRIS.STEWART","10-11","STL","R","R",1987-10-30,22,26,74.77,2.88,60.77,44,12,0,11,72,17,0,0,0
"Chris Stewart","CHRIS.STEWART","11-12","STL","R","R",1987-10-30,23,79,120.1,1.52,30.49,65,15,1,86,98,23,3,1,0
"Chris Stewart","CHRIS.STEWART","12-13","STL","R","R",1987-10-30,24,48,108.97,2.27,45.74,60,17,2,56,90,29,4,1,0
"Chris Stewart","CHRIS.STEWART","13-14","STL","R","R",1987-10-30,25,58,107.88,1.86,34,53,13,3,77,76,23,7,2,0
"Chris Stewart","CHRIS.STEWART","14-15","BUF","R","R",1987-10-30,26,60,114.6,1.91,41.2,57,12,1,58,89,24,7,4,0
"Chris Stewart","CHRIS.STEWART","15-16","ANA","R","R",1987-10-30,27,54,59.1,1.09,22.32,28,8,3,44,42,12,7,1,0
"Chris Tanev","CHRIS.TANEV","15-16","VAN","D","R",1989-12-20,25,66,91.67,1.39,27.73,36,17,6,63,61,25,10,1,0
"Chris Terry","CHRIS.TERRY","14-15","CAR","L","L",1989-04-07,25,56,64.73,1.16,23.2,41,6,1,35,60,12,5,1,0
"Chris Tierney","CHRIS.TIERNEY","17-18","S.J","C","L",1994-07-01,23,80,80.98,1.01,20.61,30,16,5,77,46,29,12,2,0
"Chris Tierney","CHRIS.TIERNEY","18-19","OTT","C","L",1994-07-01,24,78,138.55,1.78,38.43,59,12,2,91,75,20,5,0,0
"Chris Tierney","CHRIS.TIERNEY","19-20","OTT","C","L",1994-07-01,25,70,64.43,0.92,19.09,41,8,0,49,56,13,2,1,0
"Chris Wideman","CHRIS.WIDEMAN","16-17","OTT","D","R",1990-01-07,26,76,113.52,1.49,31.11,37,16,9,88,61,24,12,1,0
"Christian Backman","CHRISTIAN.BACKMAN","07-08","STL","D","L",1980-04-28,27,45,123.07,2.73,41.38,46,28,5,54,82,48,10,1,0
"Christian Backman","CHRISTIAN.BACKMAN","08-09","CBJ","D","L",1980-04-28,28,55,117,2.13,32.73,46,16,2,41,92,24,6,1,0
"Christian Dvorak","CHRISTIAN.DVORAK","16-17","ARI","L","L",1996-02-02,20,75,107.73,1.44,30.32,49,11,1,48,87,18,6,2,0
"Christian Dvorak","CHRISTIAN.DVORAK","17-18","ARI","L","L",1996-02-02,21,77,137.23,1.78,39.13,68,14,5,72,108,21,14,2,0
"Christian Dvorak","CHRISTIAN.DVORAK","19-20","ARI","L","L",1996-02-02,23,68,186.48,2.74,53.03,121,18,1,32,188,26,4,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","07-08","S.J","D","L",1982-07-06,25,77,171.33,2.23,32.23,35,28,4,137,74,59,12,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","08-09","S.J","D","L",1982-07-06,26,77,221.85,2.88,45.42,102,27,4,108,187,41,7,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","09-10","VAN","D","L",1982-07-06,27,80,233.68,2.92,49,107,25,4,121,185,36,11,3,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","10-11","VAN","D","L",1982-07-06,28,76,276.52,3.64,64.88,143,25,2,32,293,41,6,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","11-12","BUF","D","L",1982-07-06,29,65,181.52,2.79,54.25,77,13,4,50,152,29,9,2,1
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","12-13","BUF","D","L",1982-07-06,30,46,150.37,3.27,60.31,66,12,3,35,118,21,8,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","13-14","BUF","D","L",1982-07-06,31,77,254.53,3.31,62.53,113,25,2,49,230,42,9,2,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","14-15","PIT","D","L",1982-07-06,32,47,98.72,2.1,38.25,36,11,6,58,61,19,9,0,0
"Christian Ehrhoff","CHRISTIAN.EHRHOFF","15-16","L.A","D","L",1982-07-06,33,38,66.47,1.75,34.63,25,4,1,41,46,10,1,0,0
"Christian Fischer","CHRISTIAN.FISCHER","17-18","ARI","R","R",1997-04-15,20,78,159.53,2.05,44.35,83,16,4,72,125,28,8,2,0
"Christian Fischer","CHRISTIAN.FISCHER","18-19","ARI","R","R",1997-04-15,21,70,115.87,1.66,32.72,58,12,4,68,78,17,7,3,0
"Christian Wolanin","CHRISTIAN.WOLANIN","18-19","OTT","D","L",1995-03-17,23,29,54.72,1.89,41.29,23,3,0,36,32,7,3,0,0
"Christoph Schubert","CHRISTOPH.SCHUBERT","07-08","OTT","D","L",1982-02-05,25,81,162.8,2.01,32.09,36,23,6,138,64,44,9,1,0
"Christoph Schubert","CHRISTOPH.SCHUBERT","08-09","OTT","L","L",1982-02-05,26,50,64.88,1.3,21.22,26,9,1,49,39,14,2,1,0
"Chuck Kobasew","CHUCK.KOBASEW","07-08","BOS","R","R",1982-04-17,25,72,148.35,2.06,33.52,40,29,8,94,68,49,14,2,1
"Chuck Kobasew","CHUCK.KOBASEW","08-09","BOS","R","R",1982-04-17,26,67,105.07,1.57,27.34,48,24,4,47,91,35,7,1,0
"Clarke MacArthur","CLARKE.MACARTHUR","07-08","BUF","L","L",1985-04-06,22,37,50.82,1.37,21.39,22,11,5,22,32,16,7,0,0
"Clarke MacArthur","CLARKE.MACARTHUR","08-09","BUF","L","L",1985-04-06,23,70,122.7,1.75,25.9,57,16,2,73,89,21,7,1,0
"Clarke MacArthur","CLARKE.MACARTHUR","09-10","BUF","L","L",1985-04-06,24,60,122.07,2.03,33.03,59,12,4,61,88,22,6,0,0
"Clarke MacArthur","CLARKE.MACARTHUR","10-11","TOR","L","L",1985-04-06,25,82,228.47,2.79,44.23,100,16,9,121,164,39,13,1,0
"Clarke MacArthur","CLARKE.MACARTHUR","11-12","TOR","L","L",1985-04-06,26,71,143.73,2.02,38.5,58,16,2,92,93,21,6,1,0
"Clarke MacArthur","CLARKE.MACARTHUR","12-13","TOR","L","L",1985-04-06,27,39,63.62,1.63,32.37,22,17,3,33,39,20,4,1,0
"Clarke MacArthur","CLARKE.MACARTHUR","13-14","OTT","L","L",1985-04-06,28,79,191.88,2.43,46.61,124,14,3,65,170,29,14,2,0
"Clarke MacArthur","CLARKE.MACARTHUR","14-15","OTT","L","L",1985-04-06,29,62,178.83,2.88,51.42,82,23,3,66,144,36,10,2,0
"Claude Giroux","CLAUDE.GIROUX","08-09","PHI","R","R",1988-01-12,20,42,53.78,1.28,22.54,25,7,0,31,40,13,0,0,0
"Claude Giroux","CLAUDE.GIROUX","09-10","PHI","R","R",1988-01-12,21,82,225.63,2.75,45.92,125,37,4,104,179,52,10,2,0
"Claude Giroux","CLAUDE.GIROUX","10-11","PHI","R","R",1988-01-12,22,82,243.98,2.98,51.19,122,26,7,106,203,37,12,0,0
"Claude Giroux","CLAUDE.GIROUX","11-12","PHI","R","R",1988-01-12,23,75,283.43,3.78,58.13,136,22,4,61,271,42,15,3,0
"Claude Giroux","CLAUDE.GIROUX","12-13","PHI","R","R",1988-01-12,24,48,168.27,3.51,61.6,91,16,2,22,184,30,11,3,0
"Claude Giroux","CLAUDE.GIROUX","13-14","PHI","R","R",1988-01-12,25,82,286.28,3.49,62.23,159,23,2,36,297,47,11,3,0
"Claude Giroux","CLAUDE.GIROUX","14-15","PHI","R","R",1988-01-12,26,80,248.68,3.11,62.56,134,31,0,23,263,45,10,3,0
"Claude Giroux","CLAUDE.GIROUX","15-16","PHI","R","R",1988-01-12,27,78,281.3,3.61,64.34,144,45,1,31,301,60,7,1,0
"Claude Giroux","CLAUDE.GIROUX","16-17","PHI","R","R",1988-01-12,28,81,285.87,3.53,64.81,147,35,3,25,313,58,8,0,0
"Claude Giroux","CLAUDE.GIROUX","17-18","PHI","R","R",1988-01-12,29,80,268.95,3.36,64.69,156,23,0,23,294,35,4,1,0
"Claude Giroux","CLAUDE.GIROUX","18-19","PHI","R","R",1988-01-12,30,80,276.73,3.46,69.19,145,23,2,26,300,41,8,0,0
"Claude Giroux","CLAUDE.GIROUX","19-20","PHI","R","R",1988-01-12,31,69,202.72,2.94,56.74,125,22,3,30,214,28,7,2,0
"Clayton Keller","CLAYTON.KELLER","17-18","ARI","C","L",1998-07-29,19,81,226.38,2.79,60.88,126,22,3,47,208,35,6,3,0
"Clayton Keller","CLAYTON.KELLER","18-19","ARI","C","L",1998-07-29,20,81,264.2,3.26,64.33,129,33,3,42,224,52,11,6,0
"Clayton Keller","CLAYTON.KELLER","19-20","ARI","C","L",1998-07-29,21,68,180.07,2.65,51.21,95,13,0,59,161,22,4,3,0
"Cody Ceci","CODY.CECI","13-14","OTT","D","R",1993-12-21,19,49,68.43,1.4,29.82,34,14,5,40,51,20,9,2,0
"Cody Ceci","CODY.CECI","14-15","OTT","D","R",1993-12-21,20,81,81.53,1.01,18.03,40,17,5,76,64,26,9,2,0
"Cody Ceci","CODY.CECI","16-17","OTT","D","R",1993-12-21,22,79,71.18,0.9,18.84,27,9,6,79,35,15,7,1,0
"Cody Ceci","CODY.CECI","17-18","OTT","D","R",1993-12-21,23,82,52.27,0.64,12.88,12,8,2,72,21,9,3,0,0
"Cody Eakin","CODY.EAKIN","12-13","DAL","C","L",1991-05-24,21,47,56.32,1.2,20.58,18,7,4,47,33,12,5,0,0
"Cody Eakin","CODY.EAKIN","13-14","DAL","C","L",1991-05-24,22,81,161.2,1.99,33.83,66,13,11,113,98,28,18,4,0
"Cody Eakin","CODY.EAKIN","14-15","DAL","C","L",1991-05-24,23,77,102.83,1.34,23.07,60,14,1,66,100,19,7,2,0
"Cody Eakin","CODY.EAKIN","15-16","DAL","C","L",1991-05-24,24,81,109.32,1.35,26.87,38,13,3,98,59,28,5,1,0
"Cody Eakin","CODY.EAKIN","16-17","DAL","C","L",1991-05-24,25,59,64.5,1.09,22.87,29,8,4,34,49,14,8,1,0
"Cody Eakin","CODY.EAKIN","18-19","VGK","C","L",1991-05-24,27,78,85.58,1.1,23.51,36,10,1,65,54,16,4,0,0
"Cody Franson","CODY.FRANSON","09-10","NSH","D","R",1987-08-08,22,60,119.25,1.99,37.46,50,16,2,60,85,27,4,0,0
"Cody Franson","CODY.FRANSON","10-11","NSH","D","R",1987-08-08,23,77,148.17,1.92,35.57,57,18,3,105,84,29,4,0,0
"Cody Franson","CODY.FRANSON","11-12","TOR","D","R",1987-08-08,24,54,84.28,1.56,29.23,32,9,1,83,47,13,6,1,0
"Cody Franson","CODY.FRANSON","12-13","TOR","D","R",1987-08-08,25,44,121.88,2.77,55.04,65,18,3,25,113,28,7,0,0
"Cody Franson","CODY.FRANSON","13-14","TOR","D","R",1987-08-08,26,78,222.67,2.85,56.12,125,26,6,30,209,49,12,0,0
"Cody Franson","CODY.FRANSON","14-15","TOR","D","R",1987-08-08,27,55,156.38,2.84,53.97,89,21,3,25,150,34,9,2,0
"Cody Franson","CODY.FRANSON","15-16","BUF","D","R",1987-08-08,28,58,119.37,2.06,40.11,64,17,1,54,106,22,5,1,0
"Cody Franson","CODY.FRANSON","16-17","BUF","D","R",1987-08-08,29,65,98.18,1.51,31.12,30,9,5,90,46,21,10,2,0
"Cody Glass","CODY.GLASS","19-20","VGK","C","R",1999-04-01,20,38,86.5,2.28,50.07,47,11,0,23,72,16,1,1,0
"Cody Hodgson","CODY.HODGSON","11-12","VAN","C","R",1990-02-18,21,60,115.27,1.92,34.74,50,17,2,98,68,24,5,1,0
"Cody Hodgson","CODY.HODGSON","12-13","BUF","C","R",1990-02-18,22,47,119.07,2.53,46.27,64,14,2,38,101,24,7,2,0
"Cody Hodgson","CODY.HODGSON","13-14","BUF","C","R",1990-02-18,23,72,210.55,2.92,58.1,116,19,1,31,204,33,7,2,0
"Cody Hodgson","CODY.HODGSON","14-15","BUF","C","R",1990-02-18,24,74,100.62,1.36,28.89,44,10,6,68,68,24,10,1,0
"Colby Armstrong","COLBY.ARMSTRONG","08-09","ATL","R","R",1982-11-23,25,82,146.05,1.78,26.59,51,22,9,116,88,38,14,2,0
"Colby Armstrong","COLBY.ARMSTRONG","09-10","ATL","R","R",1982-11-23,26,79,50.3,0.64,9.98,23,13,3,41,32,19,4,0,0
"Colin Greening","COLIN.GREENING","11-12","OTT","C","L",1986-03-09,25,81,137.68,1.7,32.83,84,19,4,57,131,30,6,1,0
"Colin Greening","COLIN.GREENING","15-16","TOR","C","L",1986-03-09,29,29,73.27,2.53,45,40,3,3,36,54,5,10,3,0
"Colin Miller","COLIN.MILLER","15-16","BOS","D","R",1992-10-29,22,40,52.2,1.31,28.09,22,2,2,50,38,8,7,1,0
"Colin Miller","COLIN.MILLER","16-17","BOS","D","R",1992-10-29,23,59,98.35,1.67,31.96,31,15,3,70,60,25,5,1,0
"Colin Miller","COLIN.MILLER","17-18","VGK","D","R",1992-10-29,24,80,190.18,2.38,47.7,97,17,1,81,166,32,4,1,0
"Colin Miller","COLIN.MILLER","18-19","VGK","D","R",1992-10-29,25,65,150.62,2.32,49.56,79,14,2,53,134,24,6,3,0
"Colin Miller","COLIN.MILLER","19-20","BUF","D","R",1992-10-29,26,50,66.03,1.32,28.45,23,11,1,54,31,17,1,0,0
"Colin White (C)","COLIN.WHITE2","18-19","OTT","C","R",1997-01-30,21,68,144.73,2.13,45.11,76,12,5,43,126,22,14,2,0
"Colin White (C)","COLIN.WHITE2","19-20","OTT","C","R",1997-01-30,22,60,130.85,2.18,45.93,58,13,1,65,99,23,5,1,0
"Colin Wilson","COLIN.WILSON","09-10","NSH","C","L",1989-10-20,19,34,62.52,1.84,33.28,29,5,0,28,44,9,1,0,0
"Colin Wilson","COLIN.WILSON","10-11","NSH","C","L",1989-10-20,20,79,135.98,1.72,31.79,64,10,1,59,113,17,4,0,0
"Colin Wilson","COLIN.WILSON","11-12","NSH","C","L",1989-10-20,21,66,154.62,2.34,47.35,78,17,3,52,111,26,10,2,1
"Colin Wilson","COLIN.WILSON","12-13","NSH","C","L",1989-10-20,22,25,57.38,2.3,45.57,26,7,2,26,43,13,3,0,0
"Colin Wilson","COLIN.WILSON","13-14","NSH","C","L",1989-10-20,23,79,125.23,1.59,32.74,52,14,2,65,90,16,7,2,0
"Colin Wilson","COLIN.WILSON","14-15","NSH","C","L",1989-10-20,24,76,190.25,2.5,45.74,83,27,1,77,155,40,6,2,0
"Colin Wilson","COLIN.WILSON","15-16","NSH","C","L",1989-10-20,25,64,91.83,1.43,28.97,43,8,0,54,62,12,3,2,0
"Colin Wilson","COLIN.WILSON","16-17","NSH","C","L",1989-10-20,26,69,134.98,1.96,38.6,54,16,3,82,91,27,6,1,0
"Colin Wilson","COLIN.WILSON","17-18","COL","C","L",1989-10-20,27,56,112.23,2,32.95,53,14,6,74,70,24,8,0,0
"Colin Wilson","COLIN.WILSON","18-19","COL","C","L",1989-10-20,28,65,129.38,1.99,37.61,69,11,2,54,115,20,7,4,0
"Colton Parayko","COLTON.PARAYKO","15-16","STL","D","R",1993-05-12,22,76,128.22,1.69,36.1,48,15,8,98,78,21,11,2,0
"Colton Parayko","COLTON.PARAYKO","16-17","STL","D","R",1993-05-12,23,79,138.97,1.76,35.66,43,21,9,105,76,31,13,1,0
"Colton Parayko","COLTON.PARAYKO","17-18","STL","D","R",1993-05-12,24,81,156.08,1.93,38.73,41,21,7,105,89,36,15,3,0
"Colton Parayko","COLTON.PARAYKO","18-19","STL","D","R",1993-05-12,25,79,103.83,1.31,27.44,38,10,2,92,69,16,4,1,0
"Colton Parayko","COLTON.PARAYKO","19-20","STL","D","R",1993-05-12,26,63,50.03,0.79,17.66,25,6,4,43,36,8,6,1,0
"Colton Sceviour","COLTON.SCEVIOUR","14-15","DAL","C","R",1989-04-20,25,70,74.03,1.06,18.17,27,12,6,59,45,15,8,1,0
"Colton Sceviour","COLTON.SCEVIOUR","16-17","FLA","C","R",1989-04-20,27,78,64.65,0.83,15.28,46,9,0,33,64,16,2,2,0
"Colton Sissons","COLTON.SISSONS","17-18","NSH","C","R",1993-11-05,23,78,153.82,1.97,37.77,72,24,2,72,121,34,6,2,1
"Colton Sissons","COLTON.SISSONS","18-19","NSH","C","R",1993-11-05,24,74,85.83,1.16,22.71,54,9,3,41,83,14,4,1,0
"Connor Brown","CONNOR.BROWN","16-17","TOR","R","R",1994-01-14,22,81,98.45,1.22,25.79,53,15,1,49,80,20,3,0,0
"Connor Brown","CONNOR.BROWN","17-18","TOR","R","R",1994-01-14,23,81,94.45,1.17,27.92,40,4,3,56,64,11,5,1,0
"Connor Brown","CONNOR.BROWN","19-20","OTT","R","R",1994-01-14,25,70,114.37,1.63,33.89,58,10,1,77,91,16,5,1,0
"Connor McDavid","CONNOR.MCDAVID","15-16","EDM","C","L",1997-01-13,18,45,125.7,2.79,55.12,54,8,3,32,111,20,8,1,0
"Connor McDavid","CONNOR.MCDAVID","16-17","EDM","C","L",1997-01-13,19,80,231.18,2.89,59.39,113,22,1,41,195,36,7,0,0
"Connor McDavid","CONNOR.MCDAVID","17-18","EDM","C","L",1997-01-13,20,79,232.72,2.95,66.14,94,10,2,21,210,22,7,2,0
"Connor McDavid","CONNOR.MCDAVID","18-19","EDM","C","L",1997-01-13,21,78,259.28,3.32,76.73,96,22,3,14,229,41,6,1,0
"Connor McDavid","CONNOR.MCDAVID","19-20","EDM","C","L",1997-01-13,22,64,237.6,3.71,85.65,78,21,0,7,220,36,5,2,0
"Connor Murphy","CONNOR.MURPHY","15-16","ARI","D","R",1993-03-26,22,78,85.47,1.1,19.06,16,15,4,110,31,25,6,0,0
"Conor Garland","CONOR.GARLAND","18-19","ARI","R","R",1996-03-11,22,47,100.5,2.14,44.45,53,13,1,35,81,20,3,1,0
"Conor Garland","CONOR.GARLAND","19-20","ARI","R","R",1996-03-11,23,66,142.68,2.16,41.57,61,12,2,79,93,21,4,1,0
"Conor Sheary","CONOR.SHEARY","16-17","PIT","L","L",1992-06-08,24,60,108.3,1.8,34.14,44,16,5,71,73,22,10,3,0
"Conor Sheary","CONOR.SHEARY","17-18","PIT","L","L",1992-06-08,25,78,93.82,1.2,24.3,20,15,5,104,31,20,10,2,0
"Conor Sheary","CONOR.SHEARY","18-19","BUF","L","L",1992-06-08,26,77,129.42,1.68,35.1,61,15,3,75,93,21,8,4,0
"Conor Sheary","CONOR.SHEARY","19-20","BUF","L","L",1992-06-08,27,54,66.9,1.24,26.14,21,7,1,59,29,11,4,4,0
"Corey Perry","COREY.PERRY","07-08","ANA","R","R",1985-05-16,22,70,235.02,3.36,52.26,90,53,2,87,153,89,8,1,0
"Corey Perry","COREY.PERRY","08-09","ANA","R","R",1985-05-16,23,78,255.2,3.27,58.75,123,30,4,63,232,52,7,2,0
"Corey Perry","COREY.PERRY","09-10","ANA","R","R",1985-05-16,24,81,290.12,3.58,62.87,151,27,2,50,262,53,11,4,0
"Corey Perry","COREY.PERRY","10-11","ANA","R","R",1985-05-16,25,80,267.68,3.35,62.41,148,22,4,47,268,48,8,2,0
"Corey Perry","COREY.PERRY","11-12","ANA","R","R",1985-05-16,26,79,265,3.35,63.56,136,32,3,39,248,52,7,1,0
"Corey Perry","COREY.PERRY","12-13","ANA","R","R",1985-05-16,27,43,114.17,2.66,60.14,60,13,0,18,115,22,0,0,0
"Corey Perry","COREY.PERRY","13-14","ANA","R","R",1985-05-16,28,81,268.33,3.31,61.75,128,33,2,47,245,59,14,5,0
"Corey Perry","COREY.PERRY","14-15","ANA","R","R",1985-05-16,29,63,177.05,2.81,57.4,99,16,4,28,157,27,10,3,0
"Corey Perry","COREY.PERRY","15-16","ANA","R","R",1985-05-16,30,79,224.5,2.84,58.69,126,23,3,43,210,38,9,4,0
"Corey Perry","COREY.PERRY","16-17","ANA","R","R",1985-05-16,31,80,223.27,2.79,55.95,103,17,4,75,187,39,18,9,0
"Corey Perry","COREY.PERRY","17-18","ANA","R","R",1985-05-16,32,68,175.67,2.58,55.91,78,20,1,54,138,35,3,1,1
"Corey Perry","COREY.PERRY","18-19","ANA","R","R",1985-05-16,33,31,54.28,1.75,44.83,19,5,1,24,39,12,4,1,0
"Corey Perry","COREY.PERRY","19-20","DAL","R","R",1985-05-16,34,53,117.43,2.22,46.6,58,9,2,64,83,15,8,6,0
"Corey Potter","COREY.POTTER","11-12","EDM","D","R",1984-01-05,27,60,148.5,2.48,49.27,80,26,1,33,130,39,4,1,0
"Cory Conacher","CORY.CONACHER","12-13","T.B","C","L",1989-12-14,22,35,73.82,2.11,35.71,31,16,3,48,47,20,7,1,0
"Cory Conacher","CORY.CONACHER","13-14","OTT","C","L",1989-12-14,23,60,71.68,1.19,23.13,38,18,4,33,55,20,6,2,0
"Cory Murphy","CORY.MURPHY","07-08","FLA","D","R",1978-02-13,29,46,184.52,4.01,64.78,80,35,5,26,131,67,12,3,0
"Cory Murphy","CORY.MURPHY","08-09","T.B","D","R",1978-02-13,30,25,101.67,4.07,65.62,54,9,1,8,92,21,5,0,0
"Cory Stillman","CORY.STILLMAN","07-08","CAR","L","L",1973-12-20,33,55,223.85,4.07,51.96,71,52,5,64,146,98,22,6,0
"Cory Stillman","CORY.STILLMAN","07-08","OTT","L","L",1973-12-20,33,24,80.33,3.35,52.32,33,16,1,18,58,32,1,0,0
"Cory Stillman","CORY.STILLMAN","08-09","FLA","L","L",1973-12-20,34,62,213.75,3.45,55.03,145,19,1,45,218,43,4,2,0
"Cory Stillman","CORY.STILLMAN","09-10","FLA","L","L",1973-12-20,35,58,166.28,2.87,50.02,89,20,2,64,144,32,11,2,0
"Cory Stillman","CORY.STILLMAN","10-11","CAR","L","L",1973-12-20,36,21,73.82,3.52,50.1,51,10,1,16,72,12,1,0,0
"Cory Stillman","CORY.STILLMAN","10-11","FLA","L","L",1973-12-20,36,44,118.2,2.69,47.98,66,14,1,35,98,24,6,2,1
"Craig Conroy","CRAIG.CONROY","07-08","CGY","C","R",1971-09-04,36,79,146.52,1.85,28.13,62,40,4,92,94,57,6,0,0
"Craig Rivet","CRAIG.RIVET","07-08","S.J","D","R",1974-09-13,33,74,244.75,3.31,46.7,77,53,2,87,161,97,12,4,0
"Craig Rivet","CRAIG.RIVET","08-09","BUF","D","R",1974-09-13,34,63,149.23,2.37,36.26,63,20,6,105,102,31,9,1,0
"Craig Rivet","CRAIG.RIVET","09-10","BUF","D","R",1974-09-13,35,78,150.67,1.93,32.85,68,14,9,78,107,23,12,1,0
"Craig Smith","CRAIG.SMITH","11-12","NSH","C","R",1989-09-05,22,70,150.95,2.16,43.44,82,20,6,65,108,30,13,2,1
"Craig Smith","CRAIG.SMITH","12-13","NSH","C","R",1989-09-05,23,42,81.6,1.94,39.16,36,6,1,47,57,13,3,0,0
"Craig Smith","CRAIG.SMITH","13-14","NSH","C","R",1989-09-05,24,77,159.4,2.07,41.41,58,15,2,107,87,23,7,3,0
"Craig Smith","CRAIG.SMITH","14-15","NSH","C","R",1989-09-05,25,81,200.08,2.47,46.02,91,24,3,90,164,40,7,2,0
"Craig Smith","CRAIG.SMITH","15-16","NSH","C","R",1989-09-05,26,82,173.3,2.11,41.82,86,14,1,82,130,24,6,3,1
"Craig Smith","CRAIG.SMITH","16-17","NSH","C","R",1989-09-05,27,77,86.93,1.13,22.36,42,9,3,61,59,14,4,0,0
"Craig Smith","CRAIG.SMITH","17-18","NSH","C","R",1989-09-05,28,76,182.02,2.4,46.19,74,20,3,75,130,30,7,3,0
"Craig Smith","CRAIG.SMITH","18-19","NSH","C","R",1989-09-05,29,75,184.83,2.46,48.88,88,28,3,61,146,36,7,1,0
"Craig Smith","CRAIG.SMITH","19-20","NSH","C","R",1989-09-05,30,68,153.02,2.25,44.59,84,13,3,64,129,20,4,0,0
"Curtis Glencross","CURTIS.GLENCROSS","07-08","CBJ","L","L",1982-12-28,24,36,55.52,1.54,22.59,27,14,2,42,37,18,2,0,1
"Curtis Glencross","CURTIS.GLENCROSS","08-09","CGY","L","L",1982-12-28,25,72,51.13,0.71,9.98,31,16,4,39,44,23,8,1,0
"Curtis Glencross","CURTIS.GLENCROSS","09-10","CGY","L","L",1982-12-28,26,67,64.38,0.96,17.91,38,6,2,46,56,11,4,1,0
"Curtis Glencross","CURTIS.GLENCROSS","10-11","CGY","L","L",1982-12-28,27,79,91.65,1.16,18.81,59,15,2,51,87,23,5,0,0
"Curtis Glencross","CURTIS.GLENCROSS","11-12","CGY","L","L",1982-12-28,28,65,133.33,2.05,38.21,72,19,1,59,111,39,5,1,0
"Curtis Glencross","CURTIS.GLENCROSS","12-13","CGY","L","L",1982-12-28,29,40,100.12,2.5,49.35,60,7,0,35,84,14,2,0,0
"Curtis Glencross","CURTIS.GLENCROSS","13-14","CGY","L","L",1982-12-28,30,35,88.07,2.52,48.42,46,10,1,40,74,14,4,2,0
"Curtis Glencross","CURTIS.GLENCROSS","14-15","CGY","L","L",1982-12-28,31,52,113.13,2.18,40.14,59,9,4,66,79,19,6,2,0
"Curtis Lazar","CURTIS.LAZAR","15-16","OTT","C","R",1995-02-02,20,75,64.63,0.86,17.91,26,14,3,47,37,19,7,3,0
"Dainius Zubrus","DAINIUS.ZUBRUS","07-08","N.J","C/R","L",1978-06-16,29,81,193.8,2.39,37.5,67,25,6,150,117,49,13,2,0
"Dainius Zubrus","DAINIUS.ZUBRUS","08-09","N.J","C","L",1978-06-16,30,81,167.57,2.07,34.84,70,12,6,110,115,31,13,0,0
"Dainius Zubrus","DAINIUS.ZUBRUS","09-10","N.J","C","L",1978-06-16,31,51,96.57,1.89,35.35,50,11,1,56,73,18,2,0,0
"Dainius Zubrus","DAINIUS.ZUBRUS","10-11","N.J","C","L",1978-06-16,32,77,181.87,2.36,47.81,116,16,2,64,168,31,10,1,0
